model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.004047051464403666,0.022439957636936736,0.06191164614006239,0.1626454991338243,0.6275820599596506
GPs,Absolute,Y,0.0040913554843707844,0.022925990783694394,0.06337331975605931,0.1664675502428311,0.6639226795912292
GPs,Absolute,Z,0.002665216303438489,0.01457073738204595,0.037852647952851926,0.09978886267643605,0.5358598011934511
NNs,Absolute,X,0.013257314459120182,0.06713084656843177,0.1438406753553101,0.2574598886019399,0.5313745746619136
NNs,Absolute,Y,0.012787108152220195,0.06589218531563093,0.14250417833801043,0.25597024000571345,0.540359504117725
NNs,Absolute,Z,0.008978335946437379,0.04536097258571026,0.09783027288551649,0.1790295773777857,0.4048181997602034
KANs,Absolute,X,0.013724885091519912,0.07071659866122054,0.1562058920691436,0.2950550207597975,0.7592291191742806
KANs,Absolute,Y,0.011573241956000258,0.059379825243879636,0.1310714582001734,0.25637311922917294,0.701082740108852
KANs,Absolute,Z,0.006290722004278427,0.03218917863036552,0.07129980286697335,0.13837993151326472,0.38308831594673515
GPs,Relative,X,0.0019155435011147762,0.010497601077290253,0.025089809663814244,0.051291403754352566,0.2632113995286365
GPs,Relative,Y,0.0018589720579772265,0.01012918604074825,0.024677600415439427,0.0494837229303729,0.2255115260422614
GPs,Relative,Z,0.000843957829829284,0.004355610814083366,0.009650842226626377,0.0197054447341488,0.08015391139651232
NNs,Relative,X,0.008279183586617857,0.0423585013712717,0.09178516317517016,0.16552827655650473,0.3381211605836577
NNs,Relative,Y,0.00863657049651525,0.04399066085084779,0.09415056068826555,0.16619990811456115,0.31863054373707755
NNs,Relative,Z,0.0047344516823643054,0.02438837068467936,0.05242797219617157,0.09323395228157572,0.17948130116286173
KANs,Relative,X,0.008111412645343194,0.04266169602473435,0.1050754133347983,0.28052935991077327,1.1282665817930602
KANs,Relative,Y,0.008241535998035093,0.0429000593567892,0.09970842170343786,0.2226236724827493,0.8494945095414045
KANs,Relative,Z,0.0024479159918230522,0.012937957140279578,0.031137175815284635,0.07638629185773127,0.38135049546703975
GPs,logD,X,0.0001553211097860066,0.0008255116769082527,0.0020140357259802455,0.0051762121261366145,0.04158844529028668
GPs,logD,Y,0.00021822621008745768,0.0011556942105183932,0.0028151324337917227,0.006758447015660252,0.0429417408974637
GPs,logD,Z,0.00021502222285024744,0.0011143003847049193,0.0025919749020771737,0.005940699754350742,0.04369949251312157
NNs,logD,X,0.003665977511181995,0.018820701934747552,0.04089852034907132,0.07589173851780379,0.16000650359234142
NNs,logD,Y,0.0036578674749605743,0.01895910932836605,0.04213559507991249,0.07780807958544611,0.16309009161958476
NNs,logD,Z,0.003060396709279428,0.015646839180566197,0.03411988627786436,0.061952970425124876,0.14202542894821196
KANs,logD,X,0.0029849747814480786,0.015419138715889225,0.03438068345082462,0.06942414674780747,0.21537509635310786
KANs,logD,Y,0.0029479889028115273,0.015278971516594908,0.03432710477165357,0.06873770194669276,0.20693193312537156
KANs,logD,Z,0.0025048319750190953,0.01327001587716381,0.03230708212508171,0.07394044495047325,0.27254636444862257
