model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0012071900391306346,0.006289901833240269,0.01522169066573631,0.042115298920770095,0.3194989959142401
GPs,Absolute,Y,0.0011868287077403466,0.006203975760637803,0.015313037963684328,0.04313232399155276,0.32467176799628517
GPs,Absolute,Z,0.0007508419984098903,0.003901246371116218,0.009068522151342018,0.021273501685750325,0.15727557454713004
NNs,Absolute,X,0.009497281081280262,0.048368927643109794,0.1029030782305781,0.18102739277796082,0.3506930696133804
NNs,Absolute,Y,0.009701126553859902,0.04928346486942625,0.10597046379576092,0.18674247573806468,0.3600931532026554
NNs,Absolute,Z,0.005742032760137967,0.02933843438642303,0.06269838646104503,0.11019896317727584,0.21022290915888744
KANs,Absolute,X,0.009083158588810848,0.046853488004678784,0.10455389676395321,0.20134409762511518,0.45504899608198135
KANs,Absolute,Y,0.008982968188399488,0.04672578433258545,0.10691833234570441,0.21174527051152225,0.4677699344585778
KANs,Absolute,Z,0.004701941904335128,0.023958145331375358,0.051819994251233514,0.09406523473067219,0.19892141761677434
GPs,Relative,X,0.0005327263033364282,0.0028019582174730884,0.006636130246861653,0.014678279723205512,0.09908435044509378
GPs,Relative,Y,0.0005227874348194551,0.002772844732118765,0.00671075095790008,0.014839349978351173,0.08211301591531053
GPs,Relative,Z,0.00029443281286594124,0.0015034376676783257,0.0033230168300562024,0.0065461965386746646,0.025153310238208396
NNs,Relative,X,0.006288615003439114,0.03205436731021705,0.06830678818445302,0.12001658995258857,0.23066747395822285
NNs,Relative,Y,0.006091862552510496,0.031213976448343644,0.06693972001465984,0.11767829829922818,0.221459034672344
NNs,Relative,Z,0.003478484614862326,0.017719841756239876,0.03782375749307432,0.0656572378113864,0.1164767552554005
KANs,Relative,X,0.004122314248130994,0.020771390744422247,0.04484068995257265,0.08136397907011605,0.18539870570826505
KANs,Relative,Y,0.0038613295230855668,0.019779526119554358,0.04229700307392181,0.07557363416253549,0.167716818244889
KANs,Relative,Z,0.0012828670483218225,0.006612375901781653,0.01455232129343037,0.02749161729309102,0.06418649799518104
GPs,logD,X,7.844188587989576e-05,0.00040821971897289644,0.0009381620712015926,0.0019544684942833512,0.007822016720442396
GPs,logD,Y,0.0001242126077275363,0.0006470028300931685,0.0014721712054263647,0.0029156603017043148,0.009265145053955771
GPs,logD,Z,0.00012050828837792404,0.0006218774494503032,0.0013711404770788693,0.002650880491850277,0.010314877252210822
NNs,logD,X,0.0025947897407695942,0.013287455452001523,0.02923095284414301,0.05475185558694251,0.11688008907720572
NNs,logD,Y,0.0026201807112911065,0.013446540689749775,0.029470630656419083,0.05474703568769264,0.11693071641528914
NNs,logD,Z,0.0021962241738365694,0.011256807654066281,0.02433150078991375,0.04447386606701631,0.10438126880846108
KANs,logD,X,0.002342725370983036,0.012150386553559253,0.028322578671081233,0.05804235748423131,0.14364745076512675
KANs,logD,Y,0.0025946965617248967,0.013207885593501167,0.02978693037088527,0.05878218951962344,0.1366648048279719
KANs,logD,Z,0.0022181592020561356,0.011855630828729757,0.02870330246748045,0.06718585786888889,0.1871760674300584
