model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.001812372645998761,0.009448859398532627,0.022651788482293433,0.06477476468165905,0.44969301643809206
GPs,Absolute,Y,0.0017375364754370294,0.009160172072629591,0.02253780765027691,0.06705407417430316,0.4624564717739852
GPs,Absolute,Z,0.0010507072958277242,0.00546463374203876,0.012751730295987751,0.030015552503279697,0.22396944431621904
NNs,Absolute,X,0.01074185341488269,0.05469565715712649,0.11639945301014509,0.20489713437458515,0.4052566664371407
NNs,Absolute,Y,0.010493399108989129,0.05343177569306856,0.11490771606336819,0.20498744069267494,0.4069953999110409
NNs,Absolute,Z,0.006620792117555286,0.03367769102875706,0.07269310286118524,0.13028010060319584,0.2649271191509896
KANs,Absolute,X,0.009545271684348678,0.04997850521542846,0.11290192480905527,0.2159528218820923,0.4776461146610116
KANs,Absolute,Y,0.009733278405778544,0.0502866346430178,0.11053967632820894,0.21436511878291947,0.4755439978087734
KANs,Absolute,Z,0.004656289609855713,0.02368725921310655,0.05154856298788424,0.09577324873233722,0.21668565964457545
GPs,Relative,X,0.0007636085474117344,0.004014161619054796,0.009424390014167061,0.020240112932678966,0.12594822593105545
GPs,Relative,Y,0.0007183277957855118,0.0038241561699923488,0.009282739124836722,0.020109064557903636,0.10678022090662591
GPs,Relative,Z,0.0003821681418201051,0.0019641019190493325,0.0043118256843436426,0.008463822163917833,0.032557603870638996
NNs,Relative,X,0.006408888427797428,0.03243584847559181,0.06962059414141633,0.12328117373964731,0.23918135529472642
NNs,Relative,Y,0.006533203105636942,0.03342035457156489,0.07165104727279203,0.1255475547452457,0.23481056064859296
NNs,Relative,Z,0.0036987188345120278,0.018873061316841577,0.040423459192304945,0.07098843652984257,0.13101231146567788
KANs,Relative,X,0.0046894665832389664,0.024360697200397158,0.0536729254900995,0.10343625478626581,0.34056106163792765
KANs,Relative,Y,0.004550521563478927,0.02318760251460656,0.05035395401110487,0.09547064440977338,0.2733551841554831
KANs,Relative,Z,0.0013957193278789195,0.0071126680486579,0.015694990686104582,0.031437173208125224,0.11346027063973081
GPs,logD,X,9.391829663084328e-05,0.0004927404743839958,0.0011480123663325514,0.0024912471289831317,0.011268654250158662
GPs,logD,Y,0.00014740926572242576,0.000773717774682714,0.001778404668839939,0.003656425539956709,0.012745425275798498
GPs,logD,Z,0.00014141057665707503,0.000730457971507531,0.001618209930928316,0.0032012666524327896,0.013739568856887012
NNs,logD,X,0.0030977742588010225,0.015867832745998928,0.03500917619843075,0.06493050048910454,0.133791190046775
NNs,logD,Y,0.003104823198256795,0.015989387610199968,0.03489707448855095,0.06372065019223055,0.1297982969549526
NNs,logD,Z,0.0025496898323958254,0.013166390392768984,0.02821683788396312,0.051182028260638245,0.11435703175161445
KANs,logD,X,0.0026147841500012607,0.013534185634184098,0.031252442374659295,0.06271833265958937,0.15919368593881197
KANs,logD,Y,0.002576508241755305,0.013342409967844804,0.03033124994831149,0.06100813807110311,0.14692668009870088
KANs,logD,Z,0.0026319217073700334,0.013751314412876497,0.03144075592169027,0.06749393285538363,0.21061420612473536
