model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.002237700848829416,0.011735750870658701,0.029247817540892007,0.08733020658202795,0.5137143336422271
GPs,Absolute,Y,0.0021195526196685853,0.011272540629204908,0.028747912555634247,0.0888015581335191,0.5390029318234375
GPs,Absolute,Z,0.0013198414241055306,0.0068481988557061585,0.016372339125589136,0.04240021517570029,0.30321417299484893
NNs,Absolute,X,0.011137813378924898,0.056272833769908104,0.12054635113163514,0.21173183352578762,0.412379547958349
NNs,Absolute,Y,0.011150923846913732,0.05666590571504368,0.12078047780514756,0.21146082730576587,0.4165496912693579
NNs,Absolute,Z,0.006814187549378814,0.034722263952358445,0.07453633077387889,0.13184333636386342,0.26627517062251305
KANs,Absolute,X,0.009942499698978471,0.05114166143839305,0.11343369567094719,0.215656521117577,0.5133894376295609
KANs,Absolute,Y,0.01084469704381282,0.05584754124421698,0.1235014425632901,0.2390222337738436,0.5521136125863634
KANs,Absolute,Z,0.004934778508375293,0.025097531431846676,0.05475915798486981,0.10189488837879712,0.24378645438828217
GPs,Relative,X,0.0008940664648544816,0.004741912610070453,0.011328498199655423,0.02458478147911569,0.14808550632543183
GPs,Relative,Y,0.0008792289565868472,0.004712521270283071,0.011482748071549809,0.02495000172098122,0.12976191238163112
GPs,Relative,Z,0.00045998006862282283,0.0023643196096969077,0.005192705055894642,0.01042509726023333,0.04247190392769127
NNs,Relative,X,0.00673371858782279,0.03433850301349306,0.07372400467694962,0.13033585044748675,0.25127607585162814
NNs,Relative,Y,0.006693217543479285,0.033867570042081185,0.07234015746702543,0.12601980513487013,0.23927109466825
NNs,Relative,Z,0.003901000212734096,0.01978001289158443,0.042221697609409414,0.07408688896309672,0.13875511596898082
KANs,Relative,X,0.0045500175321573225,0.023607679835335682,0.05199050972507175,0.09779638970847582,0.2808769020583701
KANs,Relative,Y,0.004575378269218233,0.02355855350871261,0.051610023721193665,0.09687192095332314,0.2524839296748083
KANs,Relative,Z,0.0013848382106951662,0.007070065874549551,0.01549419405331115,0.0295524332854,0.07333051426931365
GPs,logD,X,0.00010297169482173102,0.0005395881657914992,0.0012669269250062953,0.002846565732596465,0.0156892712536271
GPs,logD,Y,0.00016213184334183952,0.0008399737526246787,0.0019527352061018965,0.004134455559168221,0.017657054198387503
GPs,logD,Z,0.0001546200197280856,0.0007967777386274494,0.001781441673097968,0.0036321569344436866,0.018831140284399365
NNs,logD,X,0.0029577262884566136,0.015258087943118781,0.03363932294011451,0.06180615489747521,0.12923327316468067
NNs,logD,Y,0.0030107079432054595,0.015445877140499942,0.03360646195557371,0.061669763112141535,0.12826033509253856
NNs,logD,Z,0.0025881133067329532,0.01318967538184801,0.028473674819763546,0.0520195445202168,0.1218290176688802
KANs,logD,X,0.0026527695247979544,0.013719508153709911,0.031101641454776674,0.06201455619861762,0.16233673210621813
KANs,logD,Y,0.002514616966301242,0.013096640215507271,0.030003540957149744,0.05997065138321428,0.14825389045836312
KANs,logD,Z,0.002352958598878406,0.012502601952898096,0.03058519954129163,0.0683440601670912,0.20717139935803
