model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.005529414536503597,0.03167541453225009,0.08805233464865,0.22448850019744193,0.7948081783923141
GPs,Absolute,Y,0.005915404896697091,0.03304679674224209,0.09235831380938593,0.23366889511837605,0.8518255135040883
GPs,Absolute,Z,0.0045780887952084045,0.024638015892998008,0.06264748655018626,0.16188509782752628,0.7396186347922379
NNs,Absolute,X,0.013719953540004954,0.07028854777139021,0.1546865383182383,0.2888623736000079,0.664337855690763
NNs,Absolute,Y,0.014484849448698078,0.07401352525620888,0.1612930954876316,0.2937752037153468,0.6660198752407188
NNs,Absolute,Z,0.01074320353827487,0.055202243854882566,0.12213662346626519,0.2326011548695922,0.5619767740893559
KANs,Absolute,X,0.017616722702555265,0.0922351084766998,0.2063408158618596,0.4179268248040672,1.1695465752172705
KANs,Absolute,Y,0.016114242668197318,0.08329882088521345,0.18763884542307424,0.3619226670844305,0.9484219863627998
KANs,Absolute,Z,0.009429550552239716,0.04887482067740537,0.11060566359637425,0.22494844616102944,0.6857546361405864
GPs,Relative,X,0.0029552261634557334,0.01607464561218902,0.03805642174138901,0.07467693280537108,0.3440184500248399
GPs,Relative,Y,0.0028776997917854073,0.015621328743324336,0.03751860795171036,0.07198543750544373,0.3165909152139634
GPs,Relative,Z,0.001296667048047495,0.006642641667407967,0.0146227571527755,0.02946376807909408,0.09963508522214054
NNs,Relative,X,0.009973802550708268,0.05162419970945531,0.11389872269040724,0.2077646885432061,0.45863346608120076
NNs,Relative,Y,0.009266888212151698,0.04726009525361724,0.10217958672309368,0.18368487404507533,0.3757840664918476
NNs,Relative,Z,0.00562278337836405,0.0289449543432031,0.063358760421419,0.11623432014748963,0.2542457191116896
KANs,Relative,X,0.015584578822961617,0.08366531836021533,0.2130255251792792,0.5352423812851397,1.7749691110613228
KANs,Relative,Y,0.013062762993109723,0.06935560663809595,0.16898871279306316,0.39770234836787943,1.4579255128193966
KANs,Relative,Z,0.005426004917237393,0.029269223515706752,0.07663277408974722,0.22082224082152202,0.9010435855944039
GPs,logD,X,0.00021554238246963565,0.0011445158615816797,0.0028511397736599164,0.007989106295730214,0.06392920890632531
GPs,logD,Y,0.0002663110450590478,0.0014227086522833887,0.003572632472734927,0.009412618591945754,0.0680770515325689
GPs,logD,Z,0.0002724322918746525,0.0014162260623656886,0.0033406234066893636,0.008112277739233564,0.06937060631572549
NNs,logD,X,0.003908275519437354,0.020075296396556065,0.04451701064194383,0.08294822116303058,0.17431103529734776
NNs,logD,Y,0.004025074751766522,0.020519147387893538,0.04471896013030652,0.08215789417292274,0.1747475225781579
NNs,logD,Z,0.0032443806697222467,0.016649676150809034,0.03626679109775677,0.06776749652535813,0.16402945872472416
KANs,logD,X,0.0039428946643994215,0.020806661710068064,0.05079549577167153,0.13327301122797608,0.6498150418896659
KANs,logD,Y,0.003920136844857664,0.0202306216340722,0.04781733934105392,0.11555599606153727,0.4687313088298207
KANs,logD,Z,0.0028820592467148297,0.015474810692070795,0.04149770233198395,0.11212767357693154,0.5772227560973631
