model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.001053619723585786,0.00550312715631468,0.013112011301356745,0.03534234732515229,0.27873610936945015
GPs,Absolute,Y,0.0010339250886255982,0.005458323597986703,0.013349945518761008,0.036307245829051954,0.27331228545402814
GPs,Absolute,Z,0.0006744661890208449,0.0034864095075257326,0.008053255478378207,0.01817105475219205,0.12501034402426656
NNs,Absolute,X,0.009463792190533038,0.04871269158114244,0.10481847886312923,0.18494818843511313,0.35328820321458504
NNs,Absolute,Y,0.009267069502413617,0.04756560364187473,0.10201061709528159,0.1802709384371239,0.3495585814996147
NNs,Absolute,Z,0.005524938354324613,0.02815331589087766,0.06011478208064225,0.10581919121392458,0.20423390903221422
KANs,Absolute,X,0.009257129030858447,0.047423618512159094,0.1075093814632413,0.21044790826252027,0.4691854970828736
KANs,Absolute,Y,0.009487824493554559,0.048899060364569195,0.10924892305875544,0.21114917768408248,0.4782498552753905
KANs,Absolute,Z,0.004749854612901866,0.02432459080749634,0.052525396470115004,0.09496910623014698,0.2073598801542322
GPs,Relative,X,0.00047908663671137887,0.0025161047925730193,0.005919403422440683,0.013007031658044232,0.0872677998016681
GPs,Relative,Y,0.0004750395069204577,0.0025244978501566227,0.006073210108253346,0.0132145512073919,0.07229867048157479
GPs,Relative,Z,0.0002700944157475668,0.001393750114684622,0.003073460263838146,0.005976376523096735,0.022898326740944715
NNs,Relative,X,0.005989883440703167,0.0303630105540314,0.06470093594668413,0.11319786344090421,0.21513361559793057
NNs,Relative,Y,0.005676598123902199,0.02904572789059695,0.062293383219179765,0.10911779512494002,0.2044756808328242
NNs,Relative,Z,0.0031817963977602837,0.016182569182208256,0.03455924589540105,0.06001735300677208,0.10777437282237848
KANs,Relative,X,0.004172627110834882,0.021115671695103866,0.04523896511141323,0.08198336817407659,0.18101092393054757
KANs,Relative,Y,0.0036507949144295618,0.018645822287824743,0.040326629470647135,0.07287515032201386,0.16113355200563192
KANs,Relative,Z,0.0011082891871977642,0.005684531284974703,0.012528619993145584,0.023930956460677937,0.05776762277398522
GPs,logD,X,7.34365829924366e-05,0.0003796731210930493,0.0008650757618313687,0.0017794744287314979,0.006420244694488572
GPs,logD,Y,0.00011526334533269455,0.0005983599559125224,0.0013553668095581117,0.0026597817788883774,0.008241999551035023
GPs,logD,Z,0.00011242648822352707,0.0005773526137236584,0.001273850878240279,0.0024518916201779484,0.00914444376019842
NNs,logD,X,0.002707044846691154,0.013782132722008456,0.02977728933730528,0.05454385397973355,0.11204601840173892
NNs,logD,Y,0.002499530783977039,0.01279189951141408,0.02786005636799821,0.05198739233196187,0.1088223554080082
NNs,logD,Z,0.0022024975237890073,0.011250206665754048,0.02434754839645764,0.04410099789687105,0.10156423012976971
KANs,logD,X,0.002557399404707106,0.013278931676350858,0.030416880956073422,0.06025225827776437,0.14543492384920406
KANs,logD,Y,0.002478456314831641,0.012857815688964047,0.028904766718298003,0.056743766920628796,0.13326741769476996
KANs,logD,Z,0.002278849320362564,0.0119989911951498,0.028800962846519562,0.06465416026955043,0.1919101868493308
