model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0010607159890797843,0.005523384592488634,0.01328628023141848,0.0365523126893843,0.28384939875183446
GPs,Absolute,Y,0.001036839918225352,0.005548950986454193,0.013766660900634053,0.038301520599491545,0.28974955008858794
GPs,Absolute,Z,0.0006761194528475068,0.0035354520395743314,0.008204731716240588,0.018768596644903046,0.1378795676749934
NNs,Absolute,X,0.009867788369878868,0.05049211294252909,0.10766530245978043,0.18940254409156226,0.3614740600207389
NNs,Absolute,Y,0.009743880526441151,0.04992971646025579,0.10723595560677646,0.1880707638315819,0.36123832167226877
NNs,Absolute,Z,0.005604962656135881,0.028638147770430056,0.06176958372371022,0.10894168054271697,0.21167329710272786
KANs,Absolute,X,0.009747781824458169,0.050607676675098356,0.11262282113081978,0.21836946737340202,0.5008615593781696
KANs,Absolute,Y,0.008975748314396736,0.046610413116666444,0.10630196874511955,0.21204147165878948,0.4893783752250589
KANs,Absolute,Z,0.004521541029967034,0.02306010289438598,0.0503732956218681,0.09295646645769029,0.20799264781844087
GPs,Relative,X,0.0004937307353600929,0.0026045382978834852,0.006141876313952022,0.013707974534649559,0.09518014560041327
GPs,Relative,Y,0.00047156197550642933,0.0025189831138039964,0.006109864237332285,0.013731903589675187,0.07852479823920368
GPs,Relative,Z,0.0002719469884910175,0.0013968370110148676,0.0030830468987460558,0.006045686948491669,0.023991118698243517
NNs,Relative,X,0.005939303489428094,0.03035106096392387,0.06504914711942125,0.11454391916229811,0.21819907217180573
NNs,Relative,Y,0.0059537172303896,0.030113009992515205,0.06423380779057158,0.11265883005569532,0.21273353347101978
NNs,Relative,Z,0.003359041112131689,0.017143510680029894,0.03676158291028081,0.06416572656064884,0.11590425541023094
KANs,Relative,X,0.004037633699027793,0.020717738587437584,0.045131067572517725,0.08194527696690754,0.18759285856358704
KANs,Relative,Y,0.0037729674527052664,0.019387805038926814,0.04241567863551898,0.0770101133012373,0.1607370201854757
KANs,Relative,Z,0.0010848680957237233,0.005571009597640245,0.012403746301392404,0.023875520159860164,0.05691785438602395
GPs,logD,X,7.454772415553812e-05,0.000387595795873108,0.0008883332220857021,0.0018308924243595447,0.006703800703230579
GPs,logD,Y,0.00011898853146328215,0.0006158042845904044,0.0013955468319845066,0.002747721365752631,0.008448923608607542
GPs,logD,Z,0.0001141906301686424,0.0005900525715237248,0.0013034463775007388,0.002505218316921076,0.009232323315941782
NNs,logD,X,0.0025889345690938335,0.013183797806826936,0.028904285343176794,0.05378424810757032,0.11324440647787982
NNs,logD,Y,0.0024757468893147672,0.012843899833349881,0.02868729213875444,0.053646559512737,0.11045702333467369
NNs,logD,Z,0.002180061507853809,0.011178824255810071,0.02420668473909629,0.044193201493161194,0.10613636168378815
KANs,logD,X,0.002607293664785737,0.013567741039968051,0.03131671243650058,0.060818033789471926,0.15020562643465268
KANs,logD,Y,0.00241306969136339,0.012504326484630568,0.02867252247907326,0.058511585307532754,0.1376366124195455
KANs,logD,Z,0.002324517602849353,0.012119318961644449,0.028621044328254075,0.06425096178320422,0.19752243750254914
