model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.02765519798240545,0.15138757320320112,0.39699201641610005,0.9039194021116469,2.0407650652497398
GPs,Absolute,Y,0.029754212373072093,0.16455730888698963,0.4160366823233651,0.8979444019680226,2.0163503438042474
GPs,Absolute,Z,0.028427105705045787,0.14940443522630853,0.33830269329795504,0.6833805182256654,1.464285714285714
NNs,Absolute,X,0.02530504724634335,0.1339416901873458,0.31097162970820813,0.6276888808043558,1.6585321837493094
NNs,Absolute,Y,0.02400640167547854,0.12956942990322545,0.30527522472831037,0.6072838801876914,1.5501915357703595
NNs,Absolute,Z,0.024276423114216128,0.12737154338261875,0.2935894137175768,0.5776336343539261,1.438910844193128
KANs,Absolute,X,0.052306410583056406,0.27804414145560374,0.6723269272499783,1.5152583891835865,5.254419843463417
KANs,Absolute,Y,0.052581103810539494,0.2779874125776267,0.6558903852771815,1.455293301651765,5.073788724426224
KANs,Absolute,Z,0.034717564205489326,0.1900396873192188,0.4867871097279749,1.103394178528623,3.3516422758119453
GPs,Relative,X,0.016874628025161646,0.08625463816249118,0.1846433963057318,0.3312890971520246,0.8398066342961913
GPs,Relative,Y,0.016421712214029105,0.08367383122430838,0.17672412553465922,0.3059776066904706,0.7975837723854368
GPs,Relative,Z,0.006940126001511821,0.0350874680571093,0.07637569819782697,0.14136336440206243,0.3467436257452552
NNs,Relative,X,0.02326898630614137,0.12514505681617383,0.28946722176505735,0.5549369539789297,1.2472218365109773
NNs,Relative,Y,0.02197319889120238,0.1138816583794797,0.2598412370822114,0.5057314576259598,1.1381434467748606
NNs,Relative,Z,0.013197602745120985,0.06933481556578897,0.15710507203154422,0.3069527199599863,0.7499042752809447
KANs,Relative,X,0.050152447354208166,0.27518227659451605,0.7094345801491345,1.6276186131195578,4.6481213510312385
KANs,Relative,Y,0.0565383118174962,0.3077099313537835,0.761940611061273,1.7824242910606376,4.702006942520078
KANs,Relative,Z,0.021915710812308843,0.12202425088531882,0.32113482432244517,0.7555238642202862,2.0493119785063647
GPs,logD,X,0.0012472255978585034,0.007001473874094357,0.019472145738395563,0.05524421418586756,0.2711973600279109
GPs,logD,Y,0.001458846196072261,0.007953361210193854,0.02110547160155718,0.0576703639435959,0.26946041064467346
GPs,logD,Z,0.0013273759616203918,0.007212571617539798,0.01840078791711308,0.04820836825926189,0.27190869714172994
NNs,logD,X,0.009732689167204654,0.05088023021938609,0.11472175184027811,0.2247012781496554,0.4930797338348293
NNs,logD,Y,0.008583285820400488,0.04539961019679062,0.10482652607490328,0.203296576314013,0.4293482784545373
NNs,logD,Z,0.00674281283356174,0.03565180132526076,0.08162647647154908,0.1584567016662437,0.38825103222381535
KANs,logD,X,0.019699368015759604,0.10712137822520407,0.26942685208468165,0.6708614354191955,2.8118523397137616
KANs,logD,Y,0.017857557297131635,0.09611165048516879,0.23908542422714107,0.5737005265255107,2.1993724420910152
KANs,logD,Z,0.014941605524743952,0.08184828440962816,0.21865885898296766,0.5667376055419316,2.0
