model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0011329849368958422,0.005970717658978331,0.014421783218350415,0.039974986022199926,0.30264463779975276
GPs,Absolute,Y,0.001089513512873408,0.00578553588895836,0.014405490619081696,0.0410151571505748,0.3120330794739693
GPs,Absolute,Z,0.0007140631347220095,0.0037142771962253573,0.008685892941942608,0.020167936069083736,0.15138053836929838
NNs,Absolute,X,0.009562166812475494,0.04874363129595738,0.10439871029137526,0.18409843427466854,0.3609772600421253
NNs,Absolute,Y,0.009582743270489835,0.0486957280437077,0.10423919353805616,0.1830379153094833,0.3566319424437037
NNs,Absolute,Z,0.005708552611696139,0.02913661510783162,0.0623147844111831,0.10960107160469662,0.211189013844996
KANs,Absolute,X,0.009215814350132523,0.04762078675531445,0.10579071672394869,0.20242510812502967,0.4487190841045244
KANs,Absolute,Y,0.009429009980985437,0.04826282689840744,0.10953897524260081,0.21769976159310095,0.4756175994497156
KANs,Absolute,Z,0.004624861368159705,0.023483932928327234,0.05073285154822993,0.0908248768694197,0.1967850845282673
GPs,Relative,X,0.0005160816362082821,0.0027287770174138637,0.006519843166943762,0.014511180479842511,0.09597296891372162
GPs,Relative,Y,0.000513300000767724,0.00271801346785866,0.006536015383232785,0.014541396945006752,0.08378724101034211
GPs,Relative,Z,0.0002896473448306791,0.0014906737729249442,0.0032895392446142813,0.00647132377375087,0.025410582240957054
NNs,Relative,X,0.005689745281486608,0.02921044251100513,0.06288077120498856,0.11106826102783707,0.2135921358029366
NNs,Relative,Y,0.005872820949458624,0.029900728029570417,0.06421827508569013,0.11238407804003403,0.2086705493757187
NNs,Relative,Z,0.0032822461031760952,0.01678221480216907,0.03578622396552711,0.062038981967151,0.11197553712889172
KANs,Relative,X,0.0045841394145518305,0.023401066447682417,0.05111125961372309,0.09743116768055005,0.32179314537820053
KANs,Relative,Y,0.004111426336070556,0.020938538871571488,0.04566647124915596,0.08569742113579759,0.24885234531316297
KANs,Relative,Z,0.0012640206918434148,0.006584027179164842,0.01483330019955209,0.029509287862540857,0.0769217920066732
GPs,logD,X,7.730435814734538e-05,0.0004000164457624855,0.0009147906220015045,0.0018888536170253989,0.007002229520627028
GPs,logD,Y,0.00012318917418274733,0.0006355749243341924,0.0014459409731666373,0.0028529119761203647,0.008974012301388392
GPs,logD,Z,0.00011816307814077055,0.0006116977408416255,0.0013497930562429566,0.0026052918475840126,0.009955062057384173
NNs,logD,X,0.0024098732830817094,0.012297237917818504,0.026916995104080077,0.05017562305256361,0.10685463009937005
NNs,logD,Y,0.00258207389287532,0.013423350589525707,0.02970087200386362,0.05492278530731498,0.11520719677860726
NNs,logD,Z,0.002131223440426289,0.010851932938556186,0.02347917681932432,0.042583126240896385,0.09623472550219385
KANs,logD,X,0.0024082161542185567,0.01264433379832064,0.029564505372193954,0.06022655575758329,0.15099519840556924
KANs,logD,Y,0.002514385814797426,0.012983944087989016,0.029995935362271076,0.06096262994130508,0.14006113398986075
KANs,logD,Z,0.002367021833966654,0.012275260097561524,0.02934024331975782,0.0667378682747789,0.19547360630159244
