model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.002258718953939687,0.012023245117919995,0.03068637557076226,0.09557380982524438,0.5238101537926029
GPs,Absolute,Y,0.002252005073748537,0.012033479104292644,0.03146311723168421,0.09996149649996033,0.5252269284338876
GPs,Absolute,Z,0.001356885225189608,0.007130858667395226,0.01760447291566175,0.047700311486239655,0.3343133560107753
NNs,Absolute,X,0.01113072012556102,0.05733872426447334,0.12358933300070418,0.21928252616237975,0.4369952366965301
NNs,Absolute,Y,0.010833024532704473,0.055214809714503155,0.11884941277655914,0.21093030975930144,0.4276380568012231
NNs,Absolute,Z,0.0071058660934881345,0.036390596095216624,0.0777963933808351,0.13844691187861022,0.28394368465086145
KANs,Absolute,X,0.010740504197009794,0.05466507162883949,0.12138626406312425,0.23316178816135613,0.5592657182098911
KANs,Absolute,Y,0.010601207649968527,0.05516354548145294,0.12320878371590527,0.2364939398907318,0.550037915007962
KANs,Absolute,Z,0.005143043217009192,0.026370907213307593,0.05760618569200493,0.10896981656725607,0.27712114099063045
GPs,Relative,X,0.0009884200423077806,0.005219545164910799,0.01235369922210694,0.02651626765959869,0.16480662154496692
GPs,Relative,Y,0.0009365893572459775,0.005011169081879818,0.01237661306436455,0.026699228935276986,0.1496831922482138
GPs,Relative,Z,0.000491305498962985,0.002517492824393508,0.005566643767977553,0.011160691592087497,0.044563128885014486
NNs,Relative,X,0.007318957123803427,0.0371517607278411,0.0790437031842558,0.13793649329444324,0.2600603485694499
NNs,Relative,Y,0.007131265482811966,0.03619341112905844,0.077717224237586,0.1363710642204471,0.2586071211207247
NNs,Relative,Z,0.004016002809213592,0.020276862554683903,0.043257842399132995,0.07589472235089822,0.14010294825748587
KANs,Relative,X,0.005119935260911207,0.02679263130208176,0.06174753909245101,0.13810222214684947,0.558223500990929
KANs,Relative,Y,0.005057920658373255,0.025796041757611195,0.05714931793121969,0.12061379973545128,0.4419815530292784
KANs,Relative,Z,0.0016812979528632811,0.008673602467857755,0.020184155245777963,0.04706229064631018,0.2089472704608936
GPs,logD,X,0.00010826023006437202,0.0005658276139617335,0.0013389489382082606,0.003040635268080072,0.01600606073157251
GPs,logD,Y,0.0001651150366508314,0.0008647293219065724,0.00203558671685089,0.004413283546524593,0.01875242002361345
GPs,logD,Z,0.00016076814064188704,0.0008322781789331657,0.0018696140024473396,0.003881705449059747,0.02073527378645503
NNs,logD,X,0.0029909399721741894,0.015337275494378164,0.03365216970666257,0.0630451141174635,0.13342244970500672
NNs,logD,Y,0.0028880574932713694,0.014828701602950328,0.032430925629720345,0.05997811049933055,0.12566758573448367
NNs,logD,Z,0.0025497464648845613,0.013081902484149144,0.02841367653784721,0.052007966010342466,0.12104706774710966
KANs,logD,X,0.0025452097990251664,0.013238107201548055,0.029217837866069796,0.057424046107136556,0.15187148266222233
KANs,logD,Y,0.002598257257651432,0.013446703528329544,0.030646686627722606,0.06202402852347888,0.16007276812887697
KANs,logD,Z,0.0021926398100477694,0.011511165554605879,0.02800382713601679,0.06438104680548845,0.20315261681700275
