model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0013578757257631108,0.007185098315517877,0.01761321584110931,0.049707713027596245,0.35356339246369456
GPs,Absolute,Y,0.001347566214694851,0.0071034217231843375,0.01766229072301151,0.051086211472922666,0.3584988756614063
GPs,Absolute,Z,0.0008485087927503799,0.004428059557120112,0.010374018592167134,0.02480332977399799,0.18513624421972527
NNs,Absolute,X,0.010060552952871017,0.05154120229233505,0.11126216198328054,0.19736388212393424,0.38615243544118244
NNs,Absolute,Y,0.010271955234795516,0.052543596871168635,0.11301480321038126,0.19923091869326276,0.38994054485976926
NNs,Absolute,Z,0.006012253635947262,0.030646389308741195,0.06582045383859725,0.11591453787552747,0.22556399585107173
KANs,Absolute,X,0.009229971101717905,0.04764399937891321,0.10735107239751226,0.2091119141714262,0.4718179463067345
KANs,Absolute,Y,0.009598990995152136,0.04861427617382208,0.11090763728837283,0.2217943894129839,0.4987903533597045
KANs,Absolute,Z,0.004788587036168913,0.02456815727590783,0.05272527733205934,0.09629335693593427,0.20923576110776212
GPs,Relative,X,0.0005899280753145442,0.003106940652379042,0.007387543356858206,0.016296520608688192,0.11125799682475343
GPs,Relative,Y,0.0005815748353807271,0.0031122123700644544,0.007525885262929258,0.01651349771666477,0.09183975221554724
GPs,Relative,Z,0.000323601268364726,0.0016669809552917192,0.0036698731246650462,0.007224721390453104,0.028607972794365596
NNs,Relative,X,0.006351254802554035,0.032223560300295204,0.06901380694419812,0.1217168444284551,0.2340845516774526
NNs,Relative,Y,0.006225095162369754,0.03166748181991541,0.0678484238896328,0.1192533782539219,0.22475059816122975
NNs,Relative,Z,0.0035056624175,0.017845308884922917,0.038239524092496036,0.06649012168989732,0.1209898066651462
KANs,Relative,X,0.003818811478198153,0.01949754979478685,0.042032233153962095,0.07676056834933259,0.17331923755532844
KANs,Relative,Y,0.0036292795976943667,0.01856444670226487,0.0403822554796438,0.07319283029025664,0.16127135530586018
KANs,Relative,Z,0.0011475055192309849,0.005907855320825384,0.01298935040940663,0.024262639595996005,0.0563221201082543
GPs,logD,X,8.348602624719259e-05,0.0004356795294908067,0.0010042617166818868,0.002124253529398823,0.008913827700386729
GPs,logD,Y,0.00013284251371919187,0.0006930942880361557,0.0015788869255437543,0.00314394498670445,0.010461497278876998
GPs,logD,Z,0.00012783441136470509,0.000657399086810867,0.001454039633377202,0.0028370291036267647,0.01160667797882846
NNs,logD,X,0.0028205199025700344,0.014364158189264398,0.031198353374029375,0.057042573335989916,0.11647704306989001
NNs,logD,Y,0.002667712275580703,0.01376344909874433,0.030120958378183516,0.05533958763225588,0.11315993690736104
NNs,logD,Z,0.0022664233934788394,0.011584571305044589,0.02499719636675346,0.04524963862259099,0.1023045350608526
KANs,logD,X,0.002586043294103463,0.01335002677888715,0.030215923332430172,0.05974476323517974,0.1468255847414478
KANs,logD,Y,0.002607916870499083,0.013372955108658435,0.029926064122733687,0.05971476577735374,0.1396217532526247
KANs,logD,Z,0.0023351688795854256,0.012517120727366271,0.029692468362877644,0.06667437505541193,0.18766522686862805
