model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.007640944142812964,0.04251832423778765,0.11580599186539275,0.2959279418319115,1.0383092917978718
GPs,Absolute,Y,0.007461263465741138,0.04243895826261513,0.11691369695033219,0.2974576549301927,1.0529691114540525
GPs,Absolute,Z,0.006858519203047337,0.036933718160720344,0.09350021198946074,0.2344124684496443,0.9689521596362907
NNs,Absolute,X,0.01500758989527221,0.07666925198845798,0.16990846948676208,0.32190191665954804,0.7643040829778924
NNs,Absolute,Y,0.01558671086309823,0.08034453050987163,0.17677581195821945,0.3291486044130911,0.7585154359991071
NNs,Absolute,Z,0.012598519763352014,0.06486992648286194,0.1467059494432948,0.2858095873064782,0.7174836384185214
KANs,Absolute,X,0.02905505037427536,0.15010316402806811,0.341321454522305,0.67933576640881,1.8873377158340117
KANs,Absolute,Y,0.025561293166380897,0.1308818680924121,0.2989024263929065,0.6074434654953415,1.6076336531837663
KANs,Absolute,Z,0.01771796456555228,0.09350976047763929,0.21499053169571325,0.4292668828139514,1.1143883573846414
GPs,Relative,X,0.004439360245936136,0.02311918955753589,0.05320474147080212,0.09961559276355669,0.38953744299297094
GPs,Relative,Y,0.004351315427400826,0.022743644865339016,0.05261560821037725,0.09703344222276988,0.354468325427226
GPs,Relative,Z,0.001759227320992396,0.009046162959742143,0.019695108107751214,0.03856743866758419,0.1139095960613975
NNs,Relative,X,0.011132432719036169,0.05679493865251084,0.12419586635144153,0.23256456129394637,0.5323669180275805
NNs,Relative,Y,0.01106272971686384,0.05743193443610972,0.12782284755812753,0.24103095972731747,0.5728980055695336
NNs,Relative,Z,0.006784693974254292,0.03495409195698821,0.07709009030856129,0.14333629838674067,0.3310852664956633
KANs,Relative,X,0.02670758188445459,0.14559677046145503,0.35704808746275946,0.7724526651640702,2.1681024795199106
KANs,Relative,Y,0.025460371796502537,0.13995339797451556,0.34142618887046117,0.7402964091344291,2.1941985817653813
KANs,Relative,Z,0.011230446528030777,0.0630888207304882,0.16728291261116646,0.43625488579207683,1.3944569291329203
GPs,logD,X,0.00027047653916724147,0.0014530168345295302,0.0038386566822115054,0.011557334563064958,0.09374186609374398
GPs,logD,Y,0.00034223766337903027,0.0018233654221748372,0.00469080225241969,0.013063220780621856,0.1047862778387928
GPs,logD,Z,0.0003402822812608841,0.0017676653748266852,0.004169903007608777,0.01046226585879887,0.08973100386668648
NNs,logD,X,0.004382673440781971,0.022588360700960042,0.050467451742298275,0.09534352630468976,0.21214186858754241
NNs,logD,Y,0.004509489055234318,0.02335037727387712,0.05190375634066924,0.09774067100544975,0.21939461774573207
NNs,logD,Z,0.003969003523647307,0.02027847672484359,0.043999491314813566,0.08088682789835197,0.20032154053918635
KANs,logD,X,0.0037639486458517224,0.01941478822587739,0.04362874867912747,0.08783066633309301,0.3052484111149867
KANs,logD,Y,0.003132930069654005,0.016347656821493417,0.037571752498302136,0.07810868855616382,0.2775651172332776
KANs,logD,Z,0.002653795135913317,0.014241371671407895,0.03417982300076461,0.07796799372005991,0.3551552802314897
