model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0013639965375116026,0.007130064873108299,0.016930560281273238,0.04714472724632725,0.35170689395294297
GPs,Absolute,Y,0.0013007330295456644,0.006890511382067088,0.0170404893963767,0.04769507868116879,0.3407270842259051
GPs,Absolute,Z,0.0008157636954916448,0.004235085232334734,0.009870827548648764,0.023174870001943626,0.1751019429743448
NNs,Absolute,X,0.010290366509674255,0.053026757226818,0.11450382452181815,0.20246591045179085,0.3987745766864584
NNs,Absolute,Y,0.010364099191949416,0.05239567544938145,0.11190059278980469,0.19811684509315552,0.3889917349382714
NNs,Absolute,Z,0.006085946750143722,0.0310728184613569,0.06689971009212778,0.11870451331424003,0.2344389407027398
KANs,Absolute,X,0.009382643225179134,0.04783486031109038,0.10600526373270519,0.20625971492822903,0.4569206732690951
KANs,Absolute,Y,0.00963386935437342,0.04906507974317109,0.10889452319190185,0.2136586683254884,0.481940892103002
KANs,Absolute,Z,0.004353785585360615,0.022388998968570578,0.04943525401717408,0.09178840373828367,0.20284362888155594
GPs,Relative,X,0.0005739692501804172,0.0030046372481778057,0.007168177509927293,0.015940713516426896,0.10701096016051183
GPs,Relative,Y,0.0005637567960209866,0.002986499183037717,0.007214865867485543,0.01595446135024945,0.09155500089998944
GPs,Relative,Z,0.0003159741128121341,0.001615150647787389,0.0035580736395589563,0.006990013449062804,0.027925209374563588
NNs,Relative,X,0.006420042105779622,0.032716662406225394,0.06978852475871264,0.12271492729271394,0.23491180020101793
NNs,Relative,Y,0.006275394617038966,0.03192178224884634,0.06817334543164755,0.11885342007662786,0.2247917366442889
NNs,Relative,Z,0.003484579274698624,0.017745714522501677,0.03814463680318181,0.06720647393595683,0.12367419797651703
KANs,Relative,X,0.0043378117740533965,0.022090988298894665,0.048299937175778185,0.09116191587221878,0.26752577436448616
KANs,Relative,Y,0.003955294979511592,0.02026459924955338,0.04387449667000953,0.08141498721624352,0.21614886750596496
KANs,Relative,Z,0.0011997208770443747,0.006138698814927124,0.01362332045925152,0.027034399143012755,0.0809393510822437
GPs,logD,X,8.26008564935865e-05,0.0004273570155073625,0.000984172915818038,0.0020674130394567683,0.008384185127558766
GPs,logD,Y,0.00013033238067912124,0.0006798642912769493,0.0015492183209945276,0.0030991648132081273,0.010121667664812213
GPs,logD,Z,0.00012614959621601307,0.0006465767641543885,0.0014308033543890541,0.002782078364458096,0.011223439096103004
NNs,logD,X,0.002666633826969648,0.013717558610410352,0.029941667869833655,0.05549282529717586,0.11729019297487189
NNs,logD,Y,0.002727996985427572,0.01389863482716347,0.030523308329050647,0.05620957985109554,0.11688982810845815
NNs,logD,Z,0.0022607989594520066,0.011456325609991935,0.024916468495361777,0.04554983218207381,0.10435486358058228
KANs,logD,X,0.0024303602596156258,0.01267365784683495,0.02945624471320718,0.06028342187282554,0.14755183722226137
KANs,logD,Y,0.0026740687065344606,0.013485344658790088,0.030032521546201396,0.05773198099993371,0.13169718040030226
KANs,logD,Z,0.002127705686854131,0.01128929630051606,0.02750048100294511,0.06443398056203122,0.18787697374588894
