model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.00469901718231166,0.026248352805000374,0.07229508719703359,0.19256174395994902,0.742918448761861
GPs,Absolute,Y,0.0047801475352937835,0.026580706612977192,0.07477428554361754,0.1922627819081386,0.7437848277370853
GPs,Absolute,Z,0.0032542697049068705,0.017813034938957722,0.046026277571116214,0.12472975448557622,0.6494875343747758
NNs,Absolute,X,0.01252482822979674,0.06425776013949414,0.13888683248114297,0.25159051449620407,0.5493442410724538
NNs,Absolute,Y,0.013074253997347922,0.06697977532070792,0.14470470432757782,0.26124215748814356,0.5584214591936943
NNs,Absolute,Z,0.008883977737796258,0.04592734184285985,0.10217098752528139,0.1937290728459805,0.4615518033877444
KANs,Absolute,X,0.016025367500366993,0.08195963218022206,0.18181378524246283,0.35003961603537903,0.9155526958183285
KANs,Absolute,Y,0.014338652647665965,0.0729206366825974,0.1591253894426914,0.3086152117618809,0.8601173398834762
KANs,Absolute,Z,0.006888407882490733,0.03640071916029243,0.08209666228190046,0.1609155249042596,0.4631769042508653
GPs,Relative,X,0.00233893237825283,0.012653935451224618,0.030579569766225223,0.060753307435583825,0.2995114432829814
GPs,Relative,Y,0.0023063181211791664,0.012438335224875308,0.030050148360761697,0.058409041219217916,0.25821235368143125
GPs,Relative,Z,0.0010115630686168388,0.005172433837940638,0.011432827073375298,0.023261037739700535,0.08530166419944712
NNs,Relative,X,0.008912684329292065,0.04579997973830888,0.09901969408592115,0.1776494226793115,0.374672568954861
NNs,Relative,Y,0.009008815330020625,0.04591672240688127,0.09863323899326604,0.17493728607552922,0.3585028525569678
NNs,Relative,Z,0.005003754745894951,0.025625550199320224,0.055268797275994486,0.09940639887121583,0.19773663475611788
KANs,Relative,X,0.008093082494291238,0.04240520553281918,0.0984599158249963,0.21595467773196897,0.8780527230225018
KANs,Relative,Y,0.007792906627052949,0.040910394609827816,0.09565393963241964,0.2194072187057312,0.9407611003521338
KANs,Relative,Z,0.0026378936990250736,0.013798552153032162,0.03230752198812192,0.07382226678511727,0.3611685466479008
GPs,logD,X,0.00017922955854713374,0.0009522481793601267,0.0023938313140841466,0.0065281187296970244,0.04969708729394958
GPs,logD,Y,0.00023807450762065586,0.00127109410197776,0.0031532011352358724,0.007802933340373408,0.048158383387025765
GPs,logD,Z,0.00024059146471425713,0.0012561197312008776,0.0029408312536204906,0.006922976113558854,0.051077479459681156
NNs,logD,X,0.0038764983006320925,0.019773137290695048,0.04339296188047437,0.08050234108146198,0.1668821610153657
NNs,logD,Y,0.0035911529745843774,0.018696450497113964,0.04059269867278126,0.0736092999531135,0.1570768393859756
NNs,logD,Z,0.003032053922547318,0.015547543899204014,0.03360379203116226,0.061466103080597134,0.14385101776046058
KANs,logD,X,0.003061309590278144,0.015612645086260077,0.03515707860724718,0.07037014378499318,0.18838968608072873
KANs,logD,Y,0.002866219604057407,0.014736025468061409,0.032834370362952864,0.06389838395798164,0.17354287132577076
KANs,logD,Z,0.0022976410231023317,0.011973857404632055,0.02857396785352162,0.06587657990965287,0.21544440982053478
