model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0008906041169061352,0.004645531154882199,0.011244412256454131,0.03137652491929058,0.25779579157077603
GPs,Absolute,Y,0.0008844513649372361,0.004682878453275113,0.011501391264820304,0.03261819924425091,0.25889328348443014
GPs,Absolute,Z,0.000582724102159371,0.003021454552749825,0.006993293417856927,0.016133862863691673,0.11814683835583775
NNs,Absolute,X,0.009575270041323351,0.049173795530999986,0.1052350960924629,0.18457062340535135,0.34956913353055
NNs,Absolute,Y,0.009509708906693459,0.04832268602632325,0.10355337107442586,0.18234668389594844,0.35231080132342213
NNs,Absolute,Z,0.005340569781070117,0.02717312257079879,0.058113236135651336,0.1020773246241185,0.19654467227339234
KANs,Absolute,X,0.009726484856877875,0.04941653956540604,0.10778996834789001,0.20601185631709787,0.46125011121339515
KANs,Absolute,Y,0.009255013893989427,0.04827965058240272,0.10893681883845005,0.21674591600824186,0.4890323627403178
KANs,Absolute,Z,0.004441425151374418,0.022829414135735582,0.050294723089777116,0.09439290270933565,0.2103299345439784
GPs,Relative,X,0.0004438882484428586,0.002345358435340464,0.00552678960453834,0.012287679910824578,0.08192800311997869
GPs,Relative,Y,0.00043262491995790244,0.002304803295979263,0.005574635554897678,0.012432195450272743,0.07034790566629312
GPs,Relative,Z,0.0002565648060091963,0.00131537880718674,0.0029002798962294296,0.005668011587091182,0.021704599882177864
NNs,Relative,X,0.005832463092608537,0.029733152465695634,0.06370326036445317,0.1118081941480965,0.21092844605491506
NNs,Relative,Y,0.005824991149141646,0.029577550258297003,0.06297055292568898,0.10994383366353166,0.20576530927345826
NNs,Relative,Z,0.003342542593913178,0.01706348576498784,0.036470563331829894,0.06373577306888728,0.1145924629328295
KANs,Relative,X,0.004185990181907109,0.021299720657468796,0.04562636479753901,0.08220774420438756,0.18523852009667416
KANs,Relative,Y,0.003954989020165356,0.020103298344047227,0.04349952696212167,0.07766606337871054,0.16568469119651524
KANs,Relative,Z,0.001140415091074054,0.00593734423707984,0.01305032675014095,0.024530719554474723,0.056893249350190606
GPs,logD,X,7.044416379289321e-05,0.00036510530259192125,0.0008300547193862418,0.0016823319013193339,0.005894539378275295
GPs,logD,Y,0.00011017039043290656,0.0005713837012438772,0.001285574476041662,0.002502826262586022,0.007561871727791904
GPs,logD,Z,0.00010852760689422647,0.0005547476127850115,0.0012253234015405234,0.002343559547952012,0.00818249570878349
NNs,logD,X,0.002518624215047977,0.012881896335479946,0.028238460869585036,0.0520379123107364,0.11202422155094012
NNs,logD,Y,0.0025075670064814816,0.012715617207180546,0.027898858618026212,0.05232784056080908,0.11046465828504579
NNs,logD,Z,0.0021059302857884044,0.010759614131267525,0.023428396787314357,0.04296911634447825,0.09872540310978119
KANs,logD,X,0.0023441949263583784,0.012193709114336568,0.028581294601412732,0.05898827563659692,0.14757229480612527
KANs,logD,Y,0.0026507191645252174,0.013872217894571381,0.03112081650322618,0.060993133143971034,0.13666686424226449
KANs,logD,Z,0.0024015070716460365,0.01261348750021618,0.02984016595796532,0.06583022628345059,0.19377786011461887
