model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0030668018342729308,0.01667418629215589,0.04530685581289995,0.1300217314717901,0.5524221795148525
GPs,Absolute,Y,0.003043040028013061,0.01660242864593303,0.04516305607796878,0.1313566939668348,0.5828704189123091
GPs,Absolute,Z,0.0018001345696172788,0.009860033115072747,0.02633530342788637,0.0746399382191012,0.45526142274046644
NNs,Absolute,X,0.011908142198885063,0.06075053764213345,0.130784146465051,0.23289637574994299,0.4824243409736739
NNs,Absolute,Y,0.011899232140958694,0.061003867543989676,0.13168420928480737,0.2351959949996461,0.4717000771685236
NNs,Absolute,Z,0.007917342479067137,0.04021465497013339,0.08726432671608292,0.1575955373419669,0.3447289872011857
KANs,Absolute,X,0.013133149084555939,0.06675070406016448,0.1481315347698583,0.2922002788567797,0.7480507816880386
KANs,Absolute,Y,0.01204859979649051,0.06173422267234968,0.1351755638171646,0.26061585159575934,0.658153420747561
KANs,Absolute,Z,0.005955814784960466,0.03063967595346953,0.06860494549332219,0.1346984752279628,0.3767018635789463
GPs,Relative,X,0.001367837243330239,0.007321982227113388,0.017381525513679885,0.03676429708858531,0.20892851750486421
GPs,Relative,Y,0.0013047050966135568,0.007181745429266889,0.017751398508729088,0.03688182467418416,0.1807256811080631
GPs,Relative,Z,0.0006660562755714472,0.0033753682906222868,0.007421431085836372,0.015008590150997925,0.060847018918401614
NNs,Relative,X,0.007616632721858199,0.03912615904110576,0.08432901069838428,0.15041406641173558,0.2998487676271162
NNs,Relative,Y,0.007707254434953316,0.03921939673603661,0.08390646627936274,0.14642127956123374,0.278744351423528
NNs,Relative,Z,0.004419047155032385,0.022350350448506702,0.0477887189620118,0.08415182679719119,0.16128940678715184
KANs,Relative,X,0.006241170798861874,0.03200893267274524,0.07274122530435356,0.14914058354964937,0.5981936322463091
KANs,Relative,Y,0.006046518704380852,0.03138982529995882,0.0704528178345013,0.14184347935726188,0.45205169697629427
KANs,Relative,Z,0.0019435308532437469,0.010062248199976226,0.02273192169101268,0.046593489210716044,0.1449372544129752
GPs,logD,X,0.0001289135317728285,0.0006723146161194959,0.0016279369062641713,0.004009138463447793,0.02762566273491374
GPs,logD,Y,0.00018509515657835348,0.0009816656907343096,0.002360174367250334,0.005390344161793736,0.02831407318232053
GPs,logD,Z,0.00018489528228422537,0.0009602349013502487,0.0021952707044534947,0.004733381470677617,0.029351078741271172
NNs,logD,X,0.00354012151457479,0.018087299802937884,0.039062507814481506,0.0720169137397999,0.14944210657138932
NNs,logD,Y,0.003343940320453992,0.01705325883403022,0.03725749685864149,0.06823012834826775,0.14147607271753473
NNs,logD,Z,0.0027431428081914786,0.013983091558135596,0.030315559844348083,0.05521997427846197,0.1272382714933564
KANs,logD,X,0.0025646234654254285,0.013503736249310533,0.030701042354711612,0.06224859478588973,0.16538558670664052
KANs,logD,Y,0.002703656578798748,0.014112234058594686,0.03198295512268741,0.06305209506131504,0.16402969974261372
KANs,logD,Z,0.0023771581690762655,0.012304892764858077,0.02902595280879683,0.06697318822296455,0.2210243965056495
