model,representation,axis,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m
GPs,Absolute,X,0.0009139062302594315,0.004779008599582246,0.011438353626797015,0.031241865883008924,0.2456418191455919
GPs,Absolute,Y,0.0009012490841005418,0.004789883912272159,0.011675733982346836,0.03306568803675358,0.2512520577291549
GPs,Absolute,Z,0.0005987286138581183,0.003109115606711871,0.00725247846757715,0.016896895095335984,0.12097268559813214
NNs,Absolute,X,0.009603554042448842,0.04898445146767577,0.10495938561303211,0.1841665329546783,0.35743058106801073
NNs,Absolute,Y,0.009502054459313892,0.048236813434038295,0.1033361310854842,0.18252021464227702,0.3619607903038024
NNs,Absolute,Z,0.005394706519144982,0.027361250027863375,0.058329947824023454,0.10230667313291486,0.19497296438205758
KANs,Absolute,X,0.009170915731663693,0.04743308207872768,0.10623386363545545,0.20929660974241004,0.4563218226836461
KANs,Absolute,Y,0.009080694719407431,0.04673177343080526,0.10523292112806981,0.20762061737543036,0.4571454061454109
KANs,Absolute,Z,0.004514112067740078,0.023101035910609677,0.04975690204256167,0.08991898265326015,0.19341153495471206
GPs,Relative,X,0.00045018981819986423,0.0023949408237585734,0.005659193944198837,0.012547870837212538,0.08110550268548924
GPs,Relative,Y,0.0004404437643007464,0.0023324998078390544,0.00565795818240189,0.012516278446866203,0.06645244126724546
GPs,Relative,Z,0.0002582514357502008,0.001328227182876729,0.002924895697271196,0.005674308222358704,0.02113734993858545
NNs,Relative,X,0.006121340082504223,0.031082417971626478,0.06655379659979888,0.11660684419207806,0.22098318193824415
NNs,Relative,Y,0.006162698871854433,0.03145980392158937,0.06694405939662586,0.11642327251166651,0.21697502754982706
NNs,Relative,Z,0.0034842977723245406,0.017649949798709708,0.037519301185558795,0.0649952056598132,0.11624292964037913
KANs,Relative,X,0.004614280775065094,0.023701731299474782,0.05234410470779777,0.10250385248205873,0.32303693213058504
KANs,Relative,Y,0.0043011791398033464,0.02201566689947132,0.0481473771588804,0.09105979902261327,0.23926579537830991
KANs,Relative,Z,0.0013823477289597764,0.007071083474766898,0.016045499836738294,0.0345065569696677,0.12769937186157657
GPs,logD,X,7.214380603237717e-05,0.00037195200536413453,0.0008449012013410639,0.0017214043153593317,0.00609396233814362
GPs,logD,Y,0.00011165359318547827,0.00058186325915216,0.0013119127297454014,0.0025612174746065808,0.007692624575468156
GPs,logD,Z,0.0001097672009910733,0.0005656172988027196,0.0012448973182871415,0.0023729295573460263,0.008361930797937121
NNs,logD,X,0.002643355161439526,0.013407235286110264,0.028892387222329452,0.0530108738329807,0.11105857042126815
NNs,logD,Y,0.002583819569035789,0.013344998002579853,0.02947678819769184,0.05397314299297132,0.11096224511403018
NNs,logD,Z,0.00214846183433025,0.01098594413599388,0.023747985327369547,0.04299319607754083,0.10120409984350734
KANs,logD,X,0.002333484290820409,0.012287089129730477,0.028520604112292514,0.05898226713691229,0.14753342616586776
KANs,logD,Y,0.0025341356618971966,0.012965853945018313,0.029116951267453617,0.05791247649648934,0.13126753752905515
KANs,logD,Z,0.0023311814021131972,0.012235664189224607,0.029118146588939853,0.06606697045131649,0.1883229730862649
