noise,p05,p25,p50,p75,p95
0.0,0.0007653722907282514,0.0015810819956711662,0.00250269900399601,0.004111929649597259,0.013813819459946376
6e-06,0.0013482318750836736,0.003055247286798716,0.00541259118136799,0.00976041701986974,0.03074797104755268
1.9e-05,0.003023312512039748,0.007344797505359631,0.013768804742932498,0.0264386375036333,0.08435744725926199
6e-05,0.008468220774606778,0.02157623058080093,0.0415252390026007,0.08170047732428426,0.2545600352148942
0.00019,0.02582401853568871,0.0673955536586385,0.13124670570233188,0.25837119221318683,0.7554993801623499
