noise,p05,p25,p50,p75,p95
0.0,0.0008151018596778576,0.0016838038410293716,0.002684120856569255,0.004495660229153814,0.015636014486057885
6e-06,0.0013878283976612603,0.003125975409822987,0.005517103191831017,0.009979730534104803,0.03277945938028401
1.9e-05,0.003043295702779166,0.00736324114932139,0.013806036782921458,0.026581592844382218,0.08765055442906695
6e-05,0.008408579119556853,0.021495653103214597,0.04144722057237204,0.08162982086771776,0.2660895260139007
0.00019,0.025573701799340296,0.0671164304870945,0.130807611900765,0.2588284681207455,0.7837898450044398
