noise,p05,p25,p50,p75,p95
0.0,0.0011486035623386865,0.002437135091190854,0.004159887826477346,0.008043606399070941,0.04565969353807169
6e-06,0.0016813177554157895,0.003793644745433554,0.00678073456734855,0.012780602899528684,0.05628301718917599
1.9e-05,0.003236136551667589,0.007746256067108285,0.014673121472392418,0.029176443701610183,0.10074779127619406
6e-05,0.008274010476162654,0.021186363466492192,0.04149477886443984,0.08398486359040006,0.26523563224693786
0.00019,0.024624159420599753,0.06485272396512337,0.12828278964764986,0.26080880111354743,0.7649918612282287
