noise,p05,p25,p50,p75,p95
0.0,0.0007822197967368465,0.0016096661579243807,0.0025524537610678265,0.004200962880027126,0.014087234647451367
6e-06,0.0013679412266954767,0.0030794497959380036,0.005435489547656536,0.009835426706541124,0.031250445215331
1.9e-05,0.003060592944537451,0.007376332178846053,0.013808298808762425,0.026499128716238635,0.08467975093006909
6e-05,0.008528423175118309,0.021644239015821982,0.041632165505646315,0.08170759410193222,0.2560546081903996
0.00019,0.025959121479731048,0.06765743723292178,0.13126069517475109,0.25885565648690234,0.7607472868310835
