noise,p05,p25,p50,p75,p95
0.0,0.000757272314495983,0.0015604584072905882,0.0024691801389659907,0.004042956842613203,0.013591409164823732
6e-06,0.001358362705366517,0.0030682903186579386,0.0054342849162708,0.00980030367369887,0.03110998250588499
1.9e-05,0.0030097100221116134,0.007321195436279089,0.013788319515451354,0.026675556791961166,0.08681150285101145
6e-05,0.008389827949422314,0.02143574703170502,0.041709973061435354,0.0826297716881066,0.26290122204282107
0.00019,0.025631953987857562,0.06692006387169869,0.1317801899278089,0.26189851281776133,0.7785628359494104
