noise,p05,p25,p50,p75,p95
0.0,0.000797464445840573,0.0016440390104254451,0.002615851535207381,0.0043585138682303735,0.0153740997356322
6e-06,0.0013842192447383308,0.0031172776098202315,0.0054984095902505855,0.009907747347812452,0.031892123284432874
1.9e-05,0.003048394215547523,0.007383613806215516,0.013837044346837435,0.026503390676201853,0.08464934233729471
6e-05,0.008460266598745209,0.021606263988766628,0.04159941470937897,0.08155538725170587,0.2572173869173195
0.00019,0.025673217272849876,0.06744414600448534,0.13119214027132842,0.2585496500755683,0.7637677437563519
