noise,p05,p25,p50,p75,p95
0.0,0.001177841437174807,0.002531997018222052,0.004365560456204301,0.00864539694872307,0.052694974154878345
6e-06,0.001725578040971543,0.003922575458758409,0.007058152641152354,0.013269604176263876,0.060307300830137286
1.9e-05,0.003333254051186645,0.007876515974191707,0.01493980972197473,0.029582808357904312,0.10279821094926299
6e-05,0.008400087119126723,0.021401572162583166,0.04188757226903832,0.08457812915826528,0.26628786715007835
0.00019,0.024863632097479615,0.0653956589093072,0.12917327948813428,0.26143828594025603,0.7634823097035867
