noise,p05,p25,p50,p75,p95
0.0,0.0009925793817620043,0.0020733231153158313,0.0034183293002084305,0.006054787522689222,0.025118476667384943
6e-06,0.001501768748142449,0.003445258382274354,0.006129605664398618,0.011233138442919045,0.03804660118444167
1.9e-05,0.003105498311980656,0.007493946252389372,0.014126681383717817,0.027418319033387727,0.08380721362486641
6e-05,0.008326519981854557,0.021108245525843117,0.04099884371461793,0.08144934433810364,0.24334408566711851
0.00019,0.025015730236973493,0.06528154222457541,0.12821071415157648,0.25684427884933786,0.7416913469093203
