noise,p05,p25,p50,p75,p95
0.0,0.0008833429749485454,0.0018372333238557428,0.0029680208230606015,0.005091222515714612,0.019387996751622255
6e-06,0.0014579220485317164,0.0032704451298879757,0.005746283964819226,0.010444717005279372,0.035726326941591835
1.9e-05,0.003155127537411011,0.007553436927419354,0.014023191116470105,0.026817074460237615,0.0894358350864362
6e-05,0.008618490483969714,0.0217289079133669,0.04153049736346232,0.0813407439544283,0.2682482133380024
0.00019,0.026100046570780102,0.06757192838431877,0.13053589095035184,0.25717132429932227,0.7816756540763353
