noise,p05,p25,p50,p75,p95
0.0,0.001079830918640349,0.0023218220599559606,0.003955477806358793,0.007460827329157623,0.038710607438234984
6e-06,0.0016125400712941487,0.0036884639279561333,0.006592403779208111,0.012246960713516879,0.050587908045077366
1.9e-05,0.003185902001926252,0.007635075659630226,0.01442206206032097,0.028476495602330357,0.09594237481842367
6e-05,0.008231341735827197,0.02107742721963424,0.04111090590727553,0.08282971409284019,0.26054221844619113
0.00019,0.024647125132347018,0.06459321215381626,0.1274488352329871,0.25867216438271196,0.7609508280750449
