model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.006281692376593574,0.013176959188630153,0.02334063367167017,0.060258683645537416,0.4527100215915323,0.1044298596559724
NNs,Absolute,0.07437184007886422,0.14381995273316678,0.21055259496521994,0.2997897184361512,0.5283390043643404,0.24450422126682284
KANs,Absolute,0.057422349563908244,0.12206321694848923,0.20400696125417858,0.34458233374670466,0.7009272813791199,0.2793314164936753
GPs,Relative,0.0026933139170992023,0.005806418288358357,0.010274795682807848,0.020658997662383,0.12662103934265392,0.04312526904002913
NNs,Relative,0.04342859460372852,0.08326809424453392,0.12104083538638806,0.16983366577669792,0.27963513538730456,0.13730278529763462
KANs,Relative,0.024546577992350875,0.05076149873954144,0.07907892052646388,0.12085089513083834,0.2529218816752248,0.1038302835145029
GPs,logD,0.0007834430069016693,0.0016260855328360045,0.0025842262066783543,0.004263361428728197,0.01488529811784501,0.006155203011534547
NNs,logD,0.02042934025664205,0.03987565832759999,0.0601045431900933,0.09041767405710267,0.17696798362345084,0.07529080546958232
KANs,logD,0.017635419997421863,0.03895830272527264,0.06716657504366244,0.11734497250688204,0.2851287487718974,0.10299610411523437
