model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.008260973699465842,0.01756822347983867,0.03167689515261558,0.08503726488230862,0.592768388883722,0.12883557637587237
NNs,Absolute,0.07790057750676044,0.15016512000877918,0.22095136824294065,0.3156478804026526,0.5693342022796368,0.25859221812005917
KANs,Absolute,0.058132715282372106,0.12005676260609746,0.19830082602018817,0.3307682316544809,0.6614755777476418,0.26404693172742894
GPs,Relative,0.0032980711858538268,0.0070862136516617385,0.012695428970153057,0.025398489874605915,0.15929662628240907,0.04620606593545175
NNs,Relative,0.04780626912183687,0.09143176467913174,0.13319372844077332,0.18753385141598514,0.31205205462134433,0.15161392605809532
KANs,Relative,0.02344089358894123,0.049646282511404335,0.07929467129904333,0.1315526924071413,0.36513101540403425,0.12413842979337666
GPs,logD,0.0008833429749485454,0.0018372333238557428,0.0029680208230606015,0.005091222515714612,0.019387996751622255,0.007688040412434646
NNs,logD,0.02160726104488311,0.042405678508410455,0.06412705909089794,0.09616705467661883,0.18333624966569137,0.07942883105817412
KANs,logD,0.01680847309195803,0.03628958349198745,0.06338160405713639,0.11345591040174278,0.2669056555797852,0.09454225883996525
