model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.015476573679973717,0.040152635754193186,0.09286896320184675,0.2546015689152972,0.9965590964992564,0.24020804866136075
NNs,Absolute,0.09143193470266198,0.17676742898984635,0.2624355979250589,0.3822751204267516,0.7274704485259221,0.316621310880161
KANs,Absolute,0.07620267443512736,0.16132092636760587,0.2655487917091068,0.4484708779534764,1.067694576142699,0.42398562844199855
GPs,Relative,0.007373302931861351,0.016324450425946702,0.030270221414592173,0.05793192908023701,0.31097460355887196,0.08174805319539023
NNs,Relative,0.05716455340676263,0.11069340527509185,0.16340373009123127,0.23367915266428124,0.40073606004284235,0.1895262126300223
KANs,Relative,0.033075055496460046,0.07407676002756515,0.12699594801281,0.2264778368846023,0.8438167539052487,0.2549840997894307
GPs,logD,0.0012147682874211953,0.0026610395843568954,0.004664688139237877,0.009406412789310594,0.060071859486575785,0.01669285317126551
NNs,logD,0.0265539904751993,0.052411090585320924,0.07975731897159996,0.12060149822482444,0.22568131421074372,0.09833460595290845
KANs,logD,0.01810855674274743,0.03886494361168605,0.06703848915292472,0.1194802579191752,0.3199287511300314,0.11387379488197337
