model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.007679339015794378,0.016418182177044025,0.0297033104237254,0.0804750392740976,0.5811585811864738,0.1263619747430142
NNs,Absolute,0.07508371842970936,0.14431623807559243,0.21159671968750127,0.30176339519470563,0.5343347487936364,0.24675739944198494
KANs,Absolute,0.05743121640184779,0.12042220991443765,0.1997118828538586,0.33681243621853274,0.6564843593523,0.26622590465720325
GPs,Relative,0.0031697475106205646,0.006824497179243052,0.012140373689578541,0.02451231876679438,0.15000109679542725,0.04403589654912746
NNs,Relative,0.04654931333107324,0.08859969648904328,0.1285189294492138,0.17955234536291054,0.2952616641833357,0.14527182982829345
KANs,Relative,0.024639518409247885,0.05123826852861142,0.08015544718082307,0.12416942350631678,0.2619812612607418,0.1075641850033092
GPs,logD,0.0008615352579176298,0.001788214295887088,0.0028770012816712346,0.0048860699982118,0.018827016871210262,0.007725047535271052
NNs,logD,0.022156079539456447,0.04335298675427782,0.06564552606776469,0.0986951481018917,0.1938088608921127,0.08240583720888864
KANs,logD,0.017975429146302253,0.03822759096437194,0.06784373273565389,0.12124832487389209,0.2871107999730463,0.10409180341611157
