model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.0058172860963742875,0.012233515952321871,0.021838738476509433,0.05796227170958629,0.4317279467689727,0.09899197023832346
NNs,Absolute,0.07113805912616791,0.13697891645608554,0.20047720283104353,0.28615816407499417,0.5081404653167718,0.2340006438042327
KANs,Absolute,0.05812194181002992,0.1191136777423124,0.1950469175862229,0.3282189367795604,0.6437155141339015,0.25718154854877934
GPs,Relative,0.002650124569651571,0.005727273563974152,0.010100104559305153,0.020137073064593274,0.11830037987866597,0.03979461895421771
NNs,Relative,0.046223667597281935,0.08854177383493098,0.1289221991403121,0.18051360905628244,0.2947225631403457,0.14549643898383482
KANs,Relative,0.025328556769708223,0.054139923110089645,0.0884247492394998,0.1536531767530928,0.4435396372619447,0.14308356570477362
GPs,logD,0.0007822197967368465,0.0016096661579243807,0.0025524537610678265,0.004200962880027126,0.014087234647451367,0.005912015962685684
NNs,logD,0.021096205800859733,0.041307071813846054,0.06177216022539811,0.09168461639089821,0.1751463410166252,0.0762129841606336
KANs,logD,0.01684782132240139,0.036622774517727705,0.06355326229018005,0.11358084970665044,0.26679308749213787,0.09417084756766635
