model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.005704806328167542,0.012001453770547954,0.02136719099428433,0.05707163133928354,0.4430599573187737,0.10453451658074497
NNs,Absolute,0.07093886650162724,0.1369384241164398,0.2006102589555447,0.28509304580030886,0.4909584244581394,0.23179256610574805
KANs,Absolute,0.05781601333245914,0.12296391624882114,0.20012332083392687,0.3362177147675948,0.6744048867961314,0.2678802772057807
GPs,Relative,0.0026174866998646177,0.0056480297499643724,0.009925983744249467,0.019935045112364713,0.12293906676813214,0.04233841903533054
NNs,Relative,0.04468192716068527,0.08512555967342209,0.12317733003355266,0.17211033565193767,0.28107365118172295,0.13918270182332632
KANs,Relative,0.02347060564943965,0.049345565722147475,0.07725658944247649,0.11802017810848912,0.2460519435976667,0.10026517577798696
GPs,logD,0.0007653722907282514,0.0015810819956711662,0.00250269900399601,0.004111929649597259,0.013813819459946376,0.005830930309454347
NNs,logD,0.019893084676039105,0.03938325676138706,0.060067783727417515,0.09048636042235064,0.17418081372259828,0.0746572311972815
KANs,logD,0.01716055348085247,0.0376074170796633,0.06591543296760455,0.11560611874450734,0.27370255917874436,0.09982025143765744
