model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.0069233249024766115,0.014643651282486746,0.026560782822589994,0.07039385985170821,0.501654749714666,0.111752458638639
NNs,Absolute,0.07025813216334373,0.13548433527019363,0.1988544569479585,0.2817622888555643,0.4891195250824837,0.22989047215340125
KANs,Absolute,0.05826023872213698,0.12223191501039363,0.19875816799133195,0.33160365072433035,0.6666604832262515,0.2690763617103174
GPs,Relative,0.003009723716933551,0.006426347042711297,0.011421419363817329,0.022924835326226727,0.13369664720711602,0.04025391571265748
NNs,Relative,0.04505973433328486,0.08700861002107459,0.12709264462580927,0.17866337671210866,0.2925575965004451,0.14379852403897503
KANs,Relative,0.024090979931524235,0.05040235117215586,0.07896028680142379,0.1213613500666754,0.25542939569297546,0.10423982764533614
GPs,logD,0.0008336364297492957,0.0017117106854194902,0.0027256733949487977,0.004578505923340363,0.016699802203716797,0.006960347076513963
NNs,logD,0.01988810809444202,0.03917719518274577,0.05960111719387956,0.08994849120886697,0.1756954586178784,0.07478959362562279
KANs,logD,0.01794472591883291,0.03698749522934841,0.06412905257854115,0.11383135713865908,0.2748354239509293,0.09876843051302109
