model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.01710755322369422,0.047163134977098134,0.10908061248609574,0.28496807348803277,1.041387112332776,0.26031051119534976
NNs,Absolute,0.09379651162628841,0.18315057403208798,0.27406634541193803,0.40349867080836965,0.773732113438783,0.3324763364789482
KANs,Absolute,0.07468200126518157,0.15337823789482163,0.2452424690557654,0.40438379175242106,0.9761283116326648,0.3851796678716561
GPs,Relative,0.008308342628373789,0.018551415590128947,0.03460872362842433,0.06614681128697328,0.34312727909350377,0.08951301065819864
NNs,Relative,0.05776787829201508,0.11237364774006116,0.16572438949383456,0.2367073563115219,0.4100148785772322,0.19288328437161686
KANs,Relative,0.029770794713005255,0.06478717124290195,0.10914656179660798,0.1975775878018332,0.8588309003548239,0.2505779944198448
GPs,logD,0.0012980003402508432,0.002838676108694639,0.004997292864170714,0.01033117523860925,0.06907117210870592,0.01898639331347051
NNs,logD,0.027603407897032146,0.05418654187189354,0.08175790283968536,0.12081778694942084,0.22297895160367176,0.09865667047853725
KANs,logD,0.018364704199429788,0.03899595547971541,0.06557005341451748,0.1153055000062822,0.2831741561133017,0.10304270900085426
