model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.009447582605649959,0.0204036961592392,0.03730026360203238,0.10211546114654728,0.6993169960746032,0.1520345501253646
NNs,Absolute,0.07863985584024637,0.15116469026577073,0.2213667866734952,0.31606180448246696,0.5615115559782633,0.2591773421605148
KANs,Absolute,0.05829217272449356,0.12226394375139638,0.20066520719346764,0.33790640910042125,0.6750346300707779,0.27428834248932726
GPs,Relative,0.0037145623773069806,0.007965460272242186,0.014257403363251753,0.02859088593765447,0.18275276108623204,0.050480053023919294
NNs,Relative,0.04777484801660906,0.09129207438778904,0.13319202896020912,0.18769640544520125,0.31236492092224877,0.1517695247832238
KANs,Relative,0.02340437310114587,0.048736660665788654,0.07652160929322135,0.11925421556502694,0.2743070182796667,0.11286843132971416
GPs,logD,0.000930012962366547,0.0019433452554833996,0.0031753326994942155,0.005542484425564081,0.022968588196875243,0.008588540702227936
NNs,logD,0.02137880825764879,0.041831775250278425,0.06269962693148651,0.09334977730564012,0.17742330127336867,0.07710485902960916
KANs,logD,0.016779979093691555,0.0356753841940249,0.06283737314280644,0.11276678341124036,0.26598500685784265,0.09497042866121642
