model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.006714484241517429,0.01423171111284585,0.025390358620888516,0.06665999791219326,0.5001604819735254,0.11216167464695394
NNs,Absolute,0.0740219212011464,0.14185667897354115,0.2079914174787937,0.2956458680510128,0.5097958689490978,0.24079406383102117
KANs,Absolute,0.05699118551721867,0.12311063017762437,0.20410835152927082,0.3417669456458541,0.6996418977336392,0.2759777339605633
GPs,Relative,0.002852485700879625,0.00613258263484637,0.01081194457089854,0.022015498006073532,0.13972357643219874,0.04359153536713717
NNs,Relative,0.04473404943477688,0.08601335498249969,0.12575547983128152,0.17714716786695334,0.2909488399659324,0.1423643662796176
KANs,Relative,0.023025108055542365,0.0486498214063137,0.0763231909548892,0.11676014066617209,0.24516111806467833,0.09968101805037513
GPs,logD,0.0008151018596778576,0.0016838038410293716,0.002684120856569255,0.004495660229153814,0.015636014486057885,0.006686681102503093
NNs,logD,0.02049571279876721,0.04085223937759644,0.061809940583510095,0.09215471532338257,0.17849827597110188,0.07650774653690674
KANs,logD,0.017624992670186756,0.03796155638312957,0.06462932332341154,0.11278333093407174,0.28067672295471735,0.10034378819358819
