model,representation,p05_error_m,p25_error_m,p50_error_m,p75_error_m,p95_error_m,mean_error_m
GPs,Absolute,0.012258412294396455,0.027619206686601866,0.05503752011083575,0.1658472641505678,0.9075122726557348,0.19622333913538154
NNs,Absolute,0.08444751133021124,0.16149621281741688,0.2353186546239887,0.33500004293900404,0.6047748239765937,0.27650024525601763
KANs,Absolute,0.06530102470846887,0.134058288647019,0.2168412656404743,0.359705603787408,0.7671466281758393,0.3049525955697927
GPs,Relative,0.004991027836619909,0.01083928565890702,0.019762302834450414,0.039475628848941464,0.2265657425794253,0.05951656337818039
NNs,Relative,0.050259380434289326,0.09728126225377726,0.14253831226225777,0.2015220442634877,0.33673302900655383,0.16266327914474843
KANs,Relative,0.026004424924803825,0.055730241293122616,0.08956269374183604,0.14578743007129386,0.3848859719636567,0.15039922798268932
GPs,logD,0.0010495318230354432,0.002237348473784122,0.0037554779582182844,0.006930938684188574,0.036448919518282344,0.01172758552251348
NNs,logD,0.024178587967192196,0.0475920611050203,0.07156525521400955,0.10737991680334201,0.2054978284192757,0.0895570499325105
KANs,logD,0.017623001686032452,0.038631843502696064,0.06662790295977584,0.11823588285957502,0.3006474775832766,0.10860947765149725
