RSS0,RSS1,RSS2,RSS3,RSS4,D0,D1,D2,D3,D4
-1.3262731647392985,0.436883883860931,-0.6553243399525052,-0.4990523104763706,-1.2978485970743041,2.0268412853852475,0.3841262234576991,1.4490164380230994,1.4490164380230988,2.0778902553892835
-1.3236864504182368,-0.598194316740554,-1.3424399921187902,0.4591379119960203,-0.6338384139074512,2.0268412853852475,1.4490164380230994,2.0778902553892835,0.3841262234576984,1.4490164380230994
-1.3414288574227973,-0.5985138314763992,0.38758293248836206,-1.1299168023650465,-0.6485651562387704,2.0268412853852475,1.4490164380230994,0.3841262234576991,2.077890255389283,1.4490164380230994
-1.3405708486552381,-1.2461110350457967,-0.701597605538502,-0.5298534274532021,0.41932427345861617,2.0268412853852475,2.0778902553892835,1.4490164380230994,1.4490164380230988,0.3841262234576991
-4.032389619206462,0.3714039790648327,-2.4389996302197927,-2.272902140247955,-4.503318634350705,1.0254813916313672,-1.4526324471798726,0.772293848093645,0.7722938480936443,1.658027243367665
-4.273435763189612,-2.8083801131131696,-4.631239181066453,0.42351929915272485,-2.8452039667958737,1.0254813916313672,0.772293848093645,1.658027243367665,-1.4526324471798733,0.772293848093645
-4.403017936186814,-2.889312260367066,0.27990833725057723,-4.810978403238535,-2.859838482295654,1.0254813916313672,0.772293848093645,-1.4526324471798726,1.6580272433676644,0.772293848093645
-4.461937196736366,-4.757108225367613,-3.3022538131267933,-3.7247400744745076,0.33105324851169543,1.0254813916313672,1.658027243367665,0.772293848093645,0.7722938480936443,-1.4526324471798726
0.4185109782289724,0.9293079814648753,0.2719394021685022,0.30676843979652885,-0.20285227198034322,0.47807552827476046,-0.2518165093508619,0.43721191873036214,0.41790369824696055,0.9003151635879963
0.29754761572686433,-0.4382015508531628,-0.13558185123251806,0.4491629637689389,1.140077433998172,0.26422961061165867,0.9061738531017279,0.5551435140460067,-0.007910654431782826,-0.7048896701413119
-0.9149694765186075,-0.7322953119908993,1.0867089941278647,-1.3615885235421918,-0.29301558438339625,0.8368026957578211,0.8551189453679658,-0.9638860166219185,1.4305526213101922,0.41681705868882096
-0.7620816201304395,0.01260804079215085,-1.524658870332802,1.2445620298378368,-1.0696704138824678,0.25386942017575465,-0.24333426396006316,1.1113017229086637,-1.5173301138200557,0.6913984741609298
2.3472853079896154,1.4171900784510947,0.04713906221645421,0.700799100071775,-0.3532919772763824,-2.8218914279015315,-2.166390269761424,-0.8063227682562325,-1.458714891123687,-0.46913264243248165
-0.3978263759775314,-0.7330608602447404,-0.46367033372482913,0.19162383577338968,0.8373285351628971,1.0745410096870727,1.4111214530520053,1.0703446370174148,0.4834518196426883,-0.19808087950901762
-0.8967273356486662,0.9352059025150009,-0.3601309998625105,-0.46345052466411985,-1.263503293050262,1.1554210027259622,-0.5552119205334147,0.7376960977408215,0.9678515938857487,1.5884416636162915
1.8519446827472748,0.6512625928960446,0.5128424941345802,0.8160850174849742,0.697109986224614,-1.4506417435836836,-0.572969557894612,-0.4189445701840028,-0.7881374229556588,-0.6127219132580021
0.24445453053728064,-0.33226083892061475,1.9953321043294225,-1.151861006220442,0.08946710302772408,-0.6499775051279062,-0.02110053911572234,-2.290765899719195,0.6545844768765691,-0.4250908236087261
-0.19359846860477048,-0.7670806697812655,-1.8806422792959745,2.339537685360237,-0.5288596609253399,-1.013193903598478,-0.30693966213859325,0.5776253478231462,-3.4048191623371236,-0.4807390641254013
0.19222849369734665,0.5603885828134662,0.9152259052988193,-0.2942580833909456,-0.20118598487022415,0.5407289774625511,0.0421939185308052,-0.30491692678926174,0.9808379754405748,0.7994073543348187
-0.1564522083287371,-0.7808543218005269,0.29982143715961285,-0.3719924183129251,1.1139023443538778,0.4892564908453402,1.114108809190474,0.005008713822280073,0.7712948099731346,-0.79012356300825
-0.1702353385841134,1.1191926071559097,-0.7605243016414409,0.5686369946249752,-0.9939710995637745,0.10342169344802944,-1.126581497832018,0.7072708542405179,-0.5405975703481516,0.9140550572847075
-0.22786253229069625,-1.034016799209617,-1.3953150119639781,1.3086603825520646,0.4816948323530043,-0.40170431834745324,0.45057560856176176,0.7256933399308191,-1.8168396749234892,-0.8842645248843245
-1.3622450707870672,-0.7398481284817686,2.0299235376338243,-3.056194356231242,-1.7256390699540243,-0.45365847141101767,-0.5114675408263701,-2.9641007479133745,0.8489710747691004,0.21434042955392002
0.09246313566016241,0.4464713322883226,-0.3533799690003244,0.760090614617793,-0.14230797973902667,0.846992545111322,0.33677079021265466,1.123398536115745,-0.007211927352458662,0.924032515786919
0.9305157165259725,0.7594317385919509,0.8149549988552474,0.22438479832678676,0.22546755963527773,-0.1315934953871579,-0.22296264045637124,-0.2599575061489406,0.3419269500047287,0.3161981206253828
-0.3982320159997246,-1.0303964051314578,-0.29554632551069393,-0.16476433230013657,1.2913708797513654,0.5865051465224043,1.255650423780952,0.5039969534559745,0.48439481274708573,-1.0410939752865267
0.46792105758008207,1.7306891234778774,0.21420287194546053,-0.014206318312161383,-0.8122059698622082,-0.5203581737520518,-1.861791633257711,-0.28164926014799213,-0.014582360504738429,0.6587162774164942
1.2715759343651365,-0.7734003520454551,-0.19016519462917,0.5049679851429106,1.9112583049271075,-1.7228314251082573,0.09358782952472865,-0.4187439702193183,-1.06352340472711,-2.4311466483296043
-0.3120438891104806,-0.48097618611316356,0.5581692309839636,-0.47195787720735344,0.48707339818350115,1.106820360701355,1.251723983468195,0.1462051710923273,1.2977132219948013,0.2378136845894014
-1.0189169384888466,-0.5639655463274381,-1.3224382720680428,0.7994727822282085,-0.4358233311528091,1.3756862155347693,1.0772119101684028,1.7121562713909422,-0.32560797490239407,0.924758428074769
-0.38058098806982277,0.8714990059587722,0.5449305332209206,-0.6666106585220081,-0.9486922360866806,0.49989736369291193,-0.6807384373834211,-0.32792515711068526,0.954872955981198,1.0886620863640328
1.0696261343052922,-0.35659313754473704,1.0906175903779385,-0.24086218708905927,1.2679791966478158,-1.1006521285409676,0.17132707452249224,-1.2441332258794109,0.09899568512762312,-1.4286071990767553
0.1386458465778547,2.2674293322802117,-0.4764873216728425,-0.10645193749032969,-1.5498866956611916,-0.9583717152556083,-2.9652921320474688,-0.22772626940937712,-0.5151708007051646,0.5662916072066763
0.38918667959873904,-0.12674552310127066,-0.06290831451555622,0.6080859761605434,0.8005046577945367,0.48649625715482275,0.8407405103557408,0.7342592641027654,0.059243177879593434,-0.11990760238382411
-0.5446758286951153,-0.2764470875101828,1.0719264385807994,-0.9012735767919952,-0.24962254450114257,0.9220328551170877,0.7348762818168664,-0.6550851179843439,1.4236457460332166,0.6758082534764964
